"species" "gene" "start" "end" "IfEndIsOverlapped" "IfStartIsOverlapped"
"42399" "Myotis_petax" "ND6" 15549 16077 84 -17
"42400" "Myotis_petax" "CytB" 16161 17292 32708 84
"10325" "Myripristis_berndti" "ND1" 2857 3832 213 2857
"10326" "Myripristis_berndti" "ND2" 4045 5091 384 213
"10327" "Myripristis_berndti" "COX1" 5475 7032 154 384
"10328" "Myripristis_berndti" "COX2" 7186 7877 74 154
"10329" "Myripristis_berndti" "ATP8" 7951 8119 -10 74
"10330" "Myripristis_berndti" "ATP6" 8109 8792 0 -10
"10331" "Myripristis_berndti" "COX3" 8792 9577 71 0
"10332" "Myripristis_berndti" "ND3" 9648 9997 69 71
"10333" "Myripristis_berndti" "ND4L" 10066 10363 -7 69
"10334" "Myripristis_berndti" "ND4" 10356 11737 211 -7
"10335" "Myripristis_berndti" "ND5" 11948 13787 -4 211
"10336" "Myripristis_berndti" "ND6" 13783 14293 87 -4
"10337" "Myripristis_berndti" "CytB" 14380 15521 34479 87
"11785" "Myrmecobius_fasciatus" "ND1" 2911 3868 204 2911
"11786" "Myrmecobius_fasciatus" "ND2" 4072 5116 435 204
"11787" "Myrmecobius_fasciatus" "COX1" 5551 7090 149 435
"11788" "Myrmecobius_fasciatus" "COX2" 7239 7927 57 149
"11789" "Myrmecobius_fasciatus" "ATP8" 7984 8194 -46 57
"11790" "Myrmecobius_fasciatus" "ATP6" 8148 8829 -1 -46
"11791" "Myrmecobius_fasciatus" "COX3" 8828 9612 68 -1
"11792" "Myrmecobius_fasciatus" "ND3" 9680 10026 69 68
"11793" "Myrmecobius_fasciatus" "ND4L" 10095 10392 -7 69
"11794" "Myrmecobius_fasciatus" "ND4" 10385 11763 189 -7
"11795" "Myrmecobius_fasciatus" "ND5" 11952 13770 0 189
"11796" "Myrmecobius_fasciatus" "ND6" 13770 14268 75 0
"11797" "Myrmecobius_fasciatus" "CytB" 14343 15489 34511 75
"14487" "Myrmecophaga_tridactyla" "ND1" 2743 3699 212 2743
"14488" "Myrmecophaga_tridactyla" "ND2" 3911 4953 382 212
"14489" "Myrmecophaga_tridactyla" "COX1" 5335 6877 146 382
"14490" "Myrmecophaga_tridactyla" "COX2" 7023 7707 71 146
"14491" "Myrmecophaga_tridactyla" "ATP8" 7778 7982 -43 71
"14492" "Myrmecophaga_tridactyla" "ATP6" 7939 8620 -1 -43
"14493" "Myrmecophaga_tridactyla" "COX3" 8619 9403 69 -1
"14494" "Myrmecophaga_tridactyla" "ND3" 9472 9818 70 69
"14495" "Myrmecophaga_tridactyla" "ND4L" 9888 10185 -7 70
"14496" "Myrmecophaga_tridactyla" "ND4" 10178 11556 198 -7
"14497" "Myrmecophaga_tridactyla" "ND5" 11754 13575 -17 198
"14498" "Myrmecophaga_tridactyla" "ND6" 13558 14086 71 -17
"14499" "Myrmecophaga_tridactyla" "CytB" 14157 15297 34703 71
"42804" "Myroconger_compressus" "ND1" 2859 3828 211 2859
"42805" "Myroconger_compressus" "ND2" 4039 5084 388 211
"42806" "Myroconger_compressus" "COX1" 5472 7080 141 388
"42807" "Myroconger_compressus" "COX2" 7221 7912 75 141
"42808" "Myroconger_compressus" "ATP8" 7987 8155 -10 75
"42809" "Myroconger_compressus" "ATP6" 8145 8831 0 -10
"42810" "Myroconger_compressus" "COX3" 8831 9616 72 0
"42811" "Myroconger_compressus" "ND3" 9688 10037 70 72
"42812" "Myroconger_compressus" "ND4L" 10107 10404 -7 70
"42813" "Myroconger_compressus" "ND4" 10397 11778 211 -7
"42814" "Myroconger_compressus" "ND5" 11989 13828 -4 211
"42815" "Myroconger_compressus" "ND6" 13824 14346 74 -4
"42816" "Myroconger_compressus" "CytB" 14420 15560 34440 74
"17932" "Mystacina_tuberculata" "ND1" 2754 3711 207 2754
"17933" "Mystacina_tuberculata" "ND2" 3918 4962 379 207
"17934" "Mystacina_tuberculata" "COX1" 5341 6886 141 379
"17935" "Mystacina_tuberculata" "COX2" 7027 7711 75 141
"17936" "Mystacina_tuberculata" "ATP8" 7786 7990 -43 75
"17937" "Mystacina_tuberculata" "ATP6" 7947 8628 -1 -43
"17938" "Mystacina_tuberculata" "COX3" 8627 9411 69 -1
"17939" "Mystacina_tuberculata" "ND3" 9480 9828 68 69
"17940" "Mystacina_tuberculata" "ND4L" 9896 10193 -7 68
"17941" "Mystacina_tuberculata" "ND4" 10186 11564 198 -7
"17942" "Mystacina_tuberculata" "ND5" 11762 13583 -17 198
"17943" "Mystacina_tuberculata" "ND6" 13566 14094 73 -17
"17944" "Mystacina_tuberculata" "CytB" 14167 15307 34693 73
"26959" "Mystacoleucus_marginatus" "ND1" 2866 3841 215 2866
"26960" "Mystacoleucus_marginatus" "ND2" 4056 5101 387 215
"26961" "Mystacoleucus_marginatus" "COX1" 5488 7039 158 387
"26962" "Mystacoleucus_marginatus" "COX2" 7197 7888 76 158
"26963" "Mystacoleucus_marginatus" "ATP8" 7964 8129 -4 76
"26964" "Mystacoleucus_marginatus" "ATP6" 8125 8806 -1 -4
"26965" "Mystacoleucus_marginatus" "COX3" 8805 9590 72 -1
"26966" "Mystacoleucus_marginatus" "ND3" 9662 10011 70 72
"26967" "Mystacoleucus_marginatus" "ND4L" 10081 10378 -7 70
"26968" "Mystacoleucus_marginatus" "ND4" 10371 11752 215 -7
"26969" "Mystacoleucus_marginatus" "ND5" 11967 13791 -4 215
"26970" "Mystacoleucus_marginatus" "ND6" 13787 14309 74 -4
"26971" "Mystacoleucus_marginatus" "CytB" 14383 15524 34476 74
"27843" "Mystus_cavasius" "ND1" 2843 3818 215 2843
"27844" "Mystus_cavasius" "ND2" 4033 5078 399 215
"27845" "Mystus_cavasius" "COX1" 5477 7028 160 399
"27846" "Mystus_cavasius" "COX2" 7188 7879 75 160
"27847" "Mystus_cavasius" "ATP8" 7954 8122 -10 75
"27848" "Mystus_cavasius" "ATP6" 8112 8796 -1 -10
"27849" "Mystus_cavasius" "COX3" 8795 9579 73 -1
"27850" "Mystus_cavasius" "ND3" 9652 10001 70 73
"27851" "Mystus_cavasius" "ND4L" 10071 10368 -7 70
"27852" "Mystus_cavasius" "ND4" 10361 11742 214 -7
"27853" "Mystus_cavasius" "ND5" 11956 13783 -4 214
"27854" "Mystus_cavasius" "ND6" 13779 14295 71 -4
"27855" "Mystus_cavasius" "CytB" 14366 15504 34496 71
"46865" "Mystus_rhegma" "ND1" 2847 3822 216 2847
"46866" "Mystus_rhegma" "ND2" 4038 5083 387 216
"46867" "Mystus_rhegma" "COX1" 5470 7021 161 387
"46868" "Mystus_rhegma" "COX2" 7182 7873 75 161
"46869" "Mystus_rhegma" "ATP8" 7948 8116 -10 75
"46870" "Mystus_rhegma" "ATP6" 8106 8790 -1 -10
"46871" "Mystus_rhegma" "COX3" 8789 9573 73 -1
"46872" "Mystus_rhegma" "ND3" 9646 9995 70 73
"46873" "Mystus_rhegma" "ND4L" 10065 10362 -7 70
"46874" "Mystus_rhegma" "ND4" 10355 11736 215 -7
"46875" "Mystus_rhegma" "ND5" 11951 13778 -4 215
"46876" "Mystus_rhegma" "ND6" 13774 14290 71 -4
"46877" "Mystus_rhegma" "CytB" 14361 15499 34501 71
"156" "Myxine_glutinosa" "ND1" 0 957 222 0
"157" "Myxine_glutinosa" "ND2" 1179 2226 337 222
"158" "Myxine_glutinosa" "COX1" 2563 4117 129 337
"159" "Myxine_glutinosa" "COX2" 4246 4936 58 129
"160" "Myxine_glutinosa" "ATP8" 4994 5159 -7 58
"161" "Myxine_glutinosa" "ATP6" 5152 5839 2 -7
"162" "Myxine_glutinosa" "COX3" 5841 6625 88 2
"163" "Myxine_glutinosa" "ND3" 6713 7061 68 88
"164" "Myxine_glutinosa" "ND4L" 7129 7420 -7 68
"165" "Myxine_glutinosa" "ND4" 7413 8790 192 -7
"166" "Myxine_glutinosa" "ND5" 8982 10788 -5 192
"167" "Myxine_glutinosa" "ND6" 10783 11287 67 -5
"168" "Myxine_glutinosa" "CytB" 11354 12512 37488 67
"14396" "Myxocyprinus_asiaticus" "ND1" 2857 3832 218 2857
"14397" "Myxocyprinus_asiaticus" "ND2" 4050 5097 393 218
"14398" "Myxocyprinus_asiaticus" "COX1" 5490 7041 160 393
"14399" "Myxocyprinus_asiaticus" "COX2" 7201 7892 77 160
"14400" "Myxocyprinus_asiaticus" "ATP8" 7969 8134 0 77
"14401" "Myxocyprinus_asiaticus" "ATP6" 8134 8818 -1 0
"14402" "Myxocyprinus_asiaticus" "COX3" 8817 9603 71 -1
"14403" "Myxocyprinus_asiaticus" "ND3" 9674 10025 68 71
"14404" "Myxocyprinus_asiaticus" "ND4L" 10093 10390 0 68
"14405" "Myxocyprinus_asiaticus" "ND4" 10390 11773 211 0
"14406" "Myxocyprinus_asiaticus" "ND5" 11984 13815 0 211
"14407" "Myxocyprinus_asiaticus" "ND6" 13815 14337 73 0
"14408" "Myxocyprinus_asiaticus" "CytB" 14410 15551 34449 73
"46384" "Myxus_capensis" "ND1" 2864 3839 354 2864
"46385" "Myxus_capensis" "ND2" 4193 5238 391 354
"46386" "Myxus_capensis" "COX1" 5629 7225 151 391
"46387" "Myxus_capensis" "COX2" 7376 8067 78 151
"46388" "Myxus_capensis" "ATP8" 8145 8313 -10 78
"46389" "Myxus_capensis" "ATP6" 8303 8987 -1 -10
"46390" "Myxus_capensis" "COX3" 8986 9770 73 -1
"46391" "Myxus_capensis" "ND3" 9843 10192 69 73
"46392" "Myxus_capensis" "ND4L" 10261 10558 -7 69
"46393" "Myxus_capensis" "ND4" 10551 11932 218 -7
"46394" "Myxus_capensis" "ND5" 12150 13998 -4 218
"46395" "Myxus_capensis" "ND6" 13994 14531 74 -4
"46396" "Myxus_capensis" "CytB" 14605 15743 34257 74
"46917" "Naemorhedus_baileyi" "ND1" 2738 3694 209 2738
"46918" "Naemorhedus_baileyi" "ND2" 3903 4945 380 209
"46919" "Naemorhedus_baileyi" "COX1" 5325 6870 142 380
"46920" "Naemorhedus_baileyi" "COX2" 7012 7696 72 142
"46921" "Naemorhedus_baileyi" "ATP8" 7768 7969 -40 72
"46922" "Naemorhedus_baileyi" "ATP6" 7929 8610 -1 -40
"46923" "Naemorhedus_baileyi" "COX3" 8609 9393 69 -1
"46924" "Naemorhedus_baileyi" "ND3" 9462 9808 70 69
"46925" "Naemorhedus_baileyi" "ND4L" 9878 10175 -7 70
"46926" "Naemorhedus_baileyi" "ND4" 10168 11546 200 -7
"46927" "Naemorhedus_baileyi" "ND5" 11746 13567 -17 200
"46928" "Naemorhedus_baileyi" "ND6" 13550 14078 73 -17
"46929" "Naemorhedus_baileyi" "CytB" 14151 15291 34709 73
"8648" "Naemorhedus_caudatus" "ND1" 2726 3682 209 2726
"8649" "Naemorhedus_caudatus" "ND2" 3891 4935 378 209
"8650" "Naemorhedus_caudatus" "COX1" 5313 6858 142 378
"8651" "Naemorhedus_caudatus" "COX2" 7000 7684 72 142
"8652" "Naemorhedus_caudatus" "ATP8" 7756 7957 -40 72
"8653" "Naemorhedus_caudatus" "ATP6" 7917 8598 -1 -40
"8654" "Naemorhedus_caudatus" "COX3" 8597 9378 72 -1
"8655" "Naemorhedus_caudatus" "ND3" 9450 9797 69 72
"8656" "Naemorhedus_caudatus" "ND4L" 9866 10163 -7 69
"8657" "Naemorhedus_caudatus" "ND4" 10156 11534 202 -7
"8658" "Naemorhedus_caudatus" "ND5" 11736 13557 -17 202
"8659" "Naemorhedus_caudatus" "ND6" 13540 14068 73 -17
"8660" "Naemorhedus_caudatus" "CytB" 14141 15281 34719 73
"7997" "Naemorhedus_goral" "ND1" 2736 3692 209 2736
"7998" "Naemorhedus_goral" "ND2" 3901 4943 380 209
"7999" "Naemorhedus_goral" "COX1" 5323 6868 142 380
"8000" "Naemorhedus_goral" "COX2" 7010 7694 72 142
"8001" "Naemorhedus_goral" "ATP8" 7766 7967 -40 72
"8002" "Naemorhedus_goral" "ATP6" 7927 8608 -1 -40
"8003" "Naemorhedus_goral" "COX3" 8607 9388 72 -1
"8004" "Naemorhedus_goral" "ND3" 9460 9807 69 72
"8005" "Naemorhedus_goral" "ND4L" 9876 10173 -7 69
"8006" "Naemorhedus_goral" "ND4" 10166 11544 199 -7
"8007" "Naemorhedus_goral" "ND5" 11743 13564 -17 199
"8008" "Naemorhedus_goral" "ND6" 13547 14075 73 -17
"8009" "Naemorhedus_goral" "CytB" 14148 15288 34712 73
"42934" "Naemorhedus_griseus" "ND1" 2739 3695 209 2739
"42935" "Naemorhedus_griseus" "ND2" 3904 4946 380 209
"42936" "Naemorhedus_griseus" "COX1" 5326 6871 142 380
"42937" "Naemorhedus_griseus" "COX2" 7013 7697 72 142
"42938" "Naemorhedus_griseus" "ATP8" 7769 7970 -40 72
"42939" "Naemorhedus_griseus" "ATP6" 7930 8611 -1 -40
"42940" "Naemorhedus_griseus" "COX3" 8610 9394 69 -1
"42941" "Naemorhedus_griseus" "ND3" 9463 9809 70 69
"42942" "Naemorhedus_griseus" "ND4L" 9879 10176 -7 70
"42943" "Naemorhedus_griseus" "ND4" 10169 11547 200 -7
"42944" "Naemorhedus_griseus" "ND5" 11747 13568 -17 200
"42945" "Naemorhedus_griseus" "ND6" 13551 14079 73 -17
"42946" "Naemorhedus_griseus" "CytB" 14152 15292 34708 73
"2092" "Naja_atra" "ND1" 2556 3520 1302 2556
"2093" "Naja_atra" "ND2" 4822 5852 369 1302
"2094" "Naja_atra" "COX1" 6221 7823 123 369
"2095" "Naja_atra" "COX2" 7946 8631 65 123
"2096" "Naja_atra" "ATP8" 8696 8861 -10 65
"2097" "Naja_atra" "ATP6" 8851 9532 -1 -10
"2098" "Naja_atra" "COX3" 9531 10315 61 -1
"2099" "Naja_atra" "ND3" 10376 10719 65 61
"2100" "Naja_atra" "ND4L" 10784 11075 -1 65
"2101" "Naja_atra" "ND4" 11074 12411 193 -1
"2102" "Naja_atra" "ND5" 12604 14377 -5 193
"2103" "Naja_atra" "ND6" 14372 14876 63 -5
"2104" "Naja_atra" "CytB" 14939 16056 33944 63
"8179" "Naja_naja" "ND1" 2565 3520 1301 2565
"8180" "Naja_naja" "ND2" 4821 5851 369 1301
"8181" "Naja_naja" "COX1" 6220 7822 123 369
"8182" "Naja_naja" "COX2" 7945 8630 65 123
"8183" "Naja_naja" "ATP8" 8695 8860 -10 65
"8184" "Naja_naja" "ATP6" 8850 9530 0 -10
"8185" "Naja_naja" "COX3" 9530 10314 61 0
"8186" "Naja_naja" "ND3" 10375 10718 65 61
"8187" "Naja_naja" "ND4L" 10783 11073 0 65
"8188" "Naja_naja" "ND4" 11073 12410 193 0
"8189" "Naja_naja" "ND5" 12603 14376 -5 193
"8190" "Naja_naja" "ND6" 14371 14866 72 -5
"8191" "Naja_naja" "CytB" 14938 16055 33945 72
"14500" "Nandinia_binotata" "ND1" 2751 3707 210 2751
"14501" "Nandinia_binotata" "ND2" 3917 4959 393 210
"14502" "Nandinia_binotata" "COX1" 5352 6897 140 393
"14503" "Nandinia_binotata" "COX2" 7037 7721 72 140
"14504" "Nandinia_binotata" "ATP8" 7793 7997 -43 72
"14505" "Nandinia_binotata" "ATP6" 7954 8635 -1 -43
"14506" "Nandinia_binotata" "COX3" 8634 9418 69 -1
"14507" "Nandinia_binotata" "ND3" 9487 9834 69 69
"14508" "Nandinia_binotata" "ND4L" 9903 10200 -7 69
"14509" "Nandinia_binotata" "ND4" 10193 11571 198 -7
"14510" "Nandinia_binotata" "ND5" 11769 13588 -15 198
"14511" "Nandinia_binotata" "ND6" 13573 14101 72 -15
"14512" "Nandinia_binotata" "CytB" 14173 15313 34687 72
"13994" "Nanger_dama" "ND1" 2739 3695 209 2739
"13995" "Nanger_dama" "ND2" 3904 4946 379 209
"13996" "Nanger_dama" "COX1" 5325 6870 143 379
"13997" "Nanger_dama" "COX2" 7013 7697 72 143
"13998" "Nanger_dama" "ATP8" 7769 7970 -40 72
"13999" "Nanger_dama" "ATP6" 7930 8611 -1 -40
"14000" "Nanger_dama" "COX3" 8610 9394 69 -1
"14001" "Nanger_dama" "ND3" 9463 9809 70 69
"14002" "Nanger_dama" "ND4L" 9879 10176 -7 70
"14003" "Nanger_dama" "ND4" 10169 11547 201 -7
"14004" "Nanger_dama" "ND5" 11748 13569 -17 201
"14005" "Nanger_dama" "ND6" 13552 14080 73 -17
"14006" "Nanger_dama" "CytB" 14153 15293 34707 73
"6307" "Nanger_granti" "ND1" 2739 3695 209 2739
"6308" "Nanger_granti" "ND2" 3904 4946 379 209
"6309" "Nanger_granti" "COX1" 5325 6870 143 379
"6310" "Nanger_granti" "COX2" 7013 7697 72 143
"6311" "Nanger_granti" "ATP8" 7769 7970 -40 72
"6312" "Nanger_granti" "ATP6" 7930 8611 -1 -40
"6313" "Nanger_granti" "COX3" 8610 9394 69 -1
"6314" "Nanger_granti" "ND3" 9463 9809 70 69
"6315" "Nanger_granti" "ND4L" 9879 10176 -7 70
"6316" "Nanger_granti" "ND4" 10169 11547 201 -7
"6317" "Nanger_granti" "ND5" 11748 13569 -17 201
"6318" "Nanger_granti" "ND6" 13552 14080 73 -17
"6319" "Nanger_granti" "CytB" 14153 15293 34707 73
"14254" "Nanger_soemmerringii" "ND1" 2738 3694 209 2738
"14255" "Nanger_soemmerringii" "ND2" 3903 4945 379 209
"14256" "Nanger_soemmerringii" "COX1" 5324 6869 143 379
"14257" "Nanger_soemmerringii" "COX2" 7012 7696 72 143
"14258" "Nanger_soemmerringii" "ATP8" 7768 7969 -40 72
"14259" "Nanger_soemmerringii" "ATP6" 7929 8610 -1 -40
"14260" "Nanger_soemmerringii" "COX3" 8609 9393 69 -1
"14261" "Nanger_soemmerringii" "ND3" 9462 9808 70 69
"14262" "Nanger_soemmerringii" "ND4L" 9878 10175 -7 70
"14263" "Nanger_soemmerringii" "ND4" 10168 11546 201 -7
"14264" "Nanger_soemmerringii" "ND5" 11747 13568 -17 201
"14265" "Nanger_soemmerringii" "ND6" 13551 14079 73 -17
"14266" "Nanger_soemmerringii" "CytB" 14152 15292 34708 73
"21184" "Nannoperca_australis" "ND1" 3688 4663 213 3688
"21185" "Nannoperca_australis" "ND2" 4876 5921 389 213
"21186" "Nannoperca_australis" "COX1" 6310 7861 155 389
"21187" "Nannoperca_australis" "COX2" 8016 8707 76 155
"21188" "Nannoperca_australis" "ATP8" 8783 8951 -10 76
"21189" "Nannoperca_australis" "ATP6" 8941 9625 -1 -10
"21190" "Nannoperca_australis" "COX3" 9624 10409 72 -1
"21191" "Nannoperca_australis" "ND3" 10481 10830 69 72
"21192" "Nannoperca_australis" "ND4L" 10899 11196 -7 69
"21193" "Nannoperca_australis" "ND4" 11189 12570 214 -7
"21194" "Nannoperca_australis" "ND5" 12784 14623 -4 214
"21195" "Nannoperca_australis" "ND6" 14619 15141 73 -4
"21196" "Nannoperca_australis" "CytB" 15214 16360 33640 73
"21197" "Nannoperca_obscura" "ND1" 3690 4665 213 3690
"21198" "Nannoperca_obscura" "ND2" 4878 5923 389 213
"21199" "Nannoperca_obscura" "COX1" 6312 7863 155 389
"21200" "Nannoperca_obscura" "COX2" 8018 8709 76 155
"21201" "Nannoperca_obscura" "ATP8" 8785 8953 -10 76
"21202" "Nannoperca_obscura" "ATP6" 8943 9627 -1 -10
"21203" "Nannoperca_obscura" "COX3" 9626 10411 72 -1
"21204" "Nannoperca_obscura" "ND3" 10483 10832 69 72
"21205" "Nannoperca_obscura" "ND4L" 10901 11198 -7 69
"21206" "Nannoperca_obscura" "ND4" 11191 12572 214 -7
"21207" "Nannoperca_obscura" "ND5" 12786 14625 -4 214
"21208" "Nannoperca_obscura" "ND6" 14621 15143 73 -4
"21209" "Nannoperca_obscura" "CytB" 15216 16362 33638 73
"7438" "Nannospalax_ehrenbergi" "ND1" 2750 3696 213 2750
"7439" "Nannospalax_ehrenbergi" "ND2" 3909 4951 374 213
"7440" "Nannospalax_ehrenbergi" "COX1" 5325 6870 136 374
"7441" "Nannospalax_ehrenbergi" "COX2" 7006 7690 66 136
"7442" "Nannospalax_ehrenbergi" "ATP8" 7756 7960 -43 66
"7443" "Nannospalax_ehrenbergi" "ATP6" 7917 8598 2 -43
"7444" "Nannospalax_ehrenbergi" "COX3" 8600 9384 69 2
"7445" "Nannospalax_ehrenbergi" "ND3" 9453 9801 71 69
"7446" "Nannospalax_ehrenbergi" "ND4L" 9872 10169 -7 71
"7447" "Nannospalax_ehrenbergi" "ND4" 10162 11539 203 -7
"7448" "Nannospalax_ehrenbergi" "ND5" 11742 13569 -17 203
"7449" "Nannospalax_ehrenbergi" "ND6" 13552 14077 73 -17
"7450" "Nannospalax_ehrenbergi" "CytB" 14150 15290 34710 73
"46423" "Nannospalax_galili" "ND1" 2754 3700 214 2754
"46424" "Nannospalax_galili" "ND2" 3914 4956 374 214
"46425" "Nannospalax_galili" "COX1" 5330 6875 136 374
"46426" "Nannospalax_galili" "COX2" 7011 7695 67 136
"46427" "Nannospalax_galili" "ATP8" 7762 7966 -43 67
"46428" "Nannospalax_galili" "ATP6" 7923 8604 2 -43
"46429" "Nannospalax_galili" "COX3" 8606 9390 69 2
"46430" "Nannospalax_galili" "ND3" 9459 9807 71 69
"46431" "Nannospalax_galili" "ND4L" 9878 10175 -7 71
"46432" "Nannospalax_galili" "ND4" 10168 11545 196 -7
"46433" "Nannospalax_galili" "ND5" 11741 13568 -17 196
"46434" "Nannospalax_galili" "ND6" 13551 14076 73 -17
"46435" "Nannospalax_galili" "CytB" 14149 15289 34711 73
"26816" "Nannospalax_golani" "ND1" 2749 3695 214 2749
"26817" "Nannospalax_golani" "ND2" 3909 4951 374 214
"26818" "Nannospalax_golani" "COX1" 5325 6870 136 374
"26819" "Nannospalax_golani" "COX2" 7006 7690 65 136
"26820" "Nannospalax_golani" "ATP8" 7755 7959 -43 65
"26821" "Nannospalax_golani" "ATP6" 7916 8597 2 -43
"26822" "Nannospalax_golani" "COX3" 8599 9383 69 2
"26823" "Nannospalax_golani" "ND3" 9452 9800 71 69
"26824" "Nannospalax_golani" "ND4L" 9871 10168 -7 71
"26825" "Nannospalax_golani" "ND4" 10161 11538 196 -7
"26826" "Nannospalax_golani" "ND5" 11734 13561 -17 196
"26827" "Nannospalax_golani" "ND6" 13544 14069 73 -17
"26828" "Nannospalax_golani" "CytB" 14142 15282 34718 73
"20989" "Nannospalax_judaei" "ND1" 2750 3696 213 2750
"20990" "Nannospalax_judaei" "ND2" 3909 4951 374 213
"20991" "Nannospalax_judaei" "COX1" 5325 6870 136 374
"20992" "Nannospalax_judaei" "COX2" 7006 7690 66 136
"20993" "Nannospalax_judaei" "ATP8" 7756 7960 -43 66
"20994" "Nannospalax_judaei" "ATP6" 7917 8598 2 -43
"20995" "Nannospalax_judaei" "COX3" 8600 9384 69 2
"20996" "Nannospalax_judaei" "ND3" 9453 9801 71 69
"20997" "Nannospalax_judaei" "ND4L" 9872 10169 -7 71
"20998" "Nannospalax_judaei" "ND4" 10162 11539 203 -7
"20999" "Nannospalax_judaei" "ND5" 11742 13569 -17 203
"21000" "Nannospalax_judaei" "ND6" 13552 14077 73 -17
"21001" "Nannospalax_judaei" "CytB" 14150 15290 34710 73
"20598" "Nanorana_parkeri" "ND1" 2946 3904 290 2946
"20599" "Nanorana_parkeri" "ND2" 4194 5227 380 290
"20600" "Nanorana_parkeri" "COX1" 5607 7158 132 380
"20601" "Nanorana_parkeri" "COX2" 7290 7975 73 132
"20602" "Nanorana_parkeri" "ATP8" 8048 8210 -7 73
"20603" "Nanorana_parkeri" "ATP6" 8203 8885 0 -7
"20604" "Nanorana_parkeri" "COX3" 8885 9669 69 0
"20605" "Nanorana_parkeri" "ND3" 9738 10096 70 69
"20606" "Nanorana_parkeri" "ND4L" 10166 10451 -7 70
"20607" "Nanorana_parkeri" "ND4" 10444 11807 242 -7
"20608" "Nanorana_parkeri" "ND5" 12049 13873 -15 242
"20609" "Nanorana_parkeri" "ND6" 13858 14356 76 -15
"20610" "Nanorana_parkeri" "CytB" 14432 15578 34422 76
"20351" "Nanorana_pleskei" "ND1" 2946 3904 288 2946
"20352" "Nanorana_pleskei" "ND2" 4192 5225 382 288
"20353" "Nanorana_pleskei" "COX1" 5607 7158 133 382
"20354" "Nanorana_pleskei" "COX2" 7291 7976 72 133
"20355" "Nanorana_pleskei" "ATP8" 8048 8210 -7 72
"20356" "Nanorana_pleskei" "ATP6" 8203 8885 0 -7
"20357" "Nanorana_pleskei" "COX3" 8885 9669 69 0
"20358" "Nanorana_pleskei" "ND3" 9738 10096 70 69
"20359" "Nanorana_pleskei" "ND4L" 10166 10451 -7 70
"20360" "Nanorana_pleskei" "ND4" 10444 11807 181 -7
"20361" "Nanorana_pleskei" "ND5" 11988 13812 -15 181
"20362" "Nanorana_pleskei" "ND6" 13797 14295 76 -15
"20363" "Nanorana_pleskei" "CytB" 14371 15517 34483 76
"43415" "Nanorana_taihangnica" "ND1" 2905 3860 285 2905
"43416" "Nanorana_taihangnica" "ND2" 4145 5178 367 285
"43417" "Nanorana_taihangnica" "COX1" 5545 7096 132 367
"43418" "Nanorana_taihangnica" "COX2" 7228 7913 72 132
"43419" "Nanorana_taihangnica" "ATP8" 7985 8147 -7 72
"43420" "Nanorana_taihangnica" "ATP6" 8140 8822 0 -7
"43421" "Nanorana_taihangnica" "COX3" 8822 9606 69 0
"43422" "Nanorana_taihangnica" "ND3" 9675 10015 70 69
"43423" "Nanorana_taihangnica" "ND4L" 10085 10370 -7 70
"43424" "Nanorana_taihangnica" "ND4" 10363 11726 186 -7
"43425" "Nanorana_taihangnica" "ND5" 11912 13736 -15 186
"43426" "Nanorana_taihangnica" "ND6" 13721 14219 75 -15
"43427" "Nanorana_taihangnica" "CytB" 14294 15440 34560 75
"24121" "Nansenia_ardesiaca" "ND1" 2845 3820 218 2845
"24122" "Nansenia_ardesiaca" "ND2" 4038 5086 383 218
"24123" "Nansenia_ardesiaca" "COX1" 5469 7020 161 383
"24124" "Nansenia_ardesiaca" "COX2" 7181 7872 75 161
"24125" "Nansenia_ardesiaca" "ATP8" 7947 8115 -10 75
"24126" "Nansenia_ardesiaca" "ATP6" 8105 8788 0 -10
"24127" "Nansenia_ardesiaca" "COX3" 8788 9573 72 0
"24128" "Nansenia_ardesiaca" "ND3" 9645 9996 75 72
"24129" "Nansenia_ardesiaca" "ND4L" 10071 10368 -7 75
"24130" "Nansenia_ardesiaca" "ND4" 10361 11742 210 -7
"24131" "Nansenia_ardesiaca" "ND5" 11952 13800 -15 210
"24132" "Nansenia_ardesiaca" "ND6" 13785 14307 74 -15
"24133" "Nansenia_ardesiaca" "CytB" 14381 15518 34482 74
"40297" "Narcetes_erimelas" "ND1" 2842 3817 217 2842
"40298" "Narcetes_erimelas" "ND2" 4034 5079 385 217
"40299" "Narcetes_erimelas" "COX1" 5464 7015 162 385
"40300" "Narcetes_erimelas" "COX2" 7177 7868 75 162
"40301" "Narcetes_erimelas" "ATP8" 7943 8111 -10 75
"40302" "Narcetes_erimelas" "ATP6" 8101 8784 0 -10
"40303" "Narcetes_erimelas" "COX3" 8784 9569 72 0
"40304" "Narcetes_erimelas" "ND3" 9641 9990 69 72
"40305" "Narcetes_erimelas" "ND4L" 10059 10356 -7 69
"40306" "Narcetes_erimelas" "ND4" 10349 11730 210 -7
"40307" "Narcetes_erimelas" "ND5" 11940 13779 -4 210
"40308" "Narcetes_erimelas" "ND6" 13775 14297 74 -4
"40309" "Narcetes_erimelas" "CytB" 14371 15512 34488 74
"41545" "Narcetes_stomias" "ND1" 2839 3814 218 2839
"41546" "Narcetes_stomias" "ND2" 4032 5077 384 218
"41547" "Narcetes_stomias" "COX1" 5461 7012 162 384
"41548" "Narcetes_stomias" "COX2" 7174 7865 75 162
"41549" "Narcetes_stomias" "ATP8" 7940 8108 -10 75
